"TransformerWinding:
ID","TransformerWinding:
InternalId","TransformerWinding:
Name","TransformerWinding:
Parent","TransformerWinding:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","TransformerWinding:
ConductingEquipmentUsesABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_552e67a3-eb3a-4d07-80a9-57223396551f,1647745,Alta,_7edae3b4-5542-4466-aa8e-b56238c2b908,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9329ac6c-3cd2-427b-911b-7d17047b9aab,1647747,Baja,_7edae3b4-5542-4466-aa8e-b56238c2b908,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_63afd2d7-186a-4a0d-88ed-860c0c00ff18,1648039,Alta,_51876160-4441-402b-9aa4-feec49330dbc,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_083eb50e-1136-4a00-bec4-f50880f992b4,1648041,Baja,_51876160-4441-402b-9aa4-feec49330dbc,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3f6d7f51-0bf1-4f7d-ac3a-ffe026ba728e,1648354,Alta,_51fbdb57-f8c8-48b6-8fe2-b62cbe2408e5,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4fa408e9-9309-44fa-8f8c-bd24bb0d262d,1648356,Baja,_51fbdb57-f8c8-48b6-8fe2-b62cbe2408e5,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e8eb1a82-16f2-4789-a9a0-1d29d1429a66,1648360,Alta,_127f093a-8e02-4d44-a1a5-981ae42b4a4d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bfe5eaf3-17af-4a60-8316-5ac2067e8e43,1648362,Baja,_127f093a-8e02-4d44-a1a5-981ae42b4a4d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bf3cfb2a-fb29-4b8f-b8ed-06cc86d4ae1b,1648674,Alta,_07886957-e5a0-4302-89b1-123a24f1b1c0,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8ffd9ef7-1e6e-46e2-97ea-7020b6c13c05,1648676,Baja,_07886957-e5a0-4302-89b1-123a24f1b1c0,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_01ef4466-4a37-41cf-9576-6ed161f3add4,1648680,Alta,_58c92469-19ac-4c75-97d0-e299c2d51745,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_943f5aae-b7e1-49eb-a766-8e62bb5a4607,1648682,Baja,_58c92469-19ac-4c75-97d0-e299c2d51745,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3145026f-6ca0-49d7-9381-8f7991d8b25d,1648938,Alta,_0674033d-f9ce-4fd8-8695-8eee9b045fac,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2635800d-6e66-4781-82fb-50e074f89c3d,1648940,Baja,_0674033d-f9ce-4fd8-8695-8eee9b045fac,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e86f56cb-c87d-47ca-b1cf-6ea0368dbf63,1649079,Alta,_6d69d9df-de99-4b42-8aa2-7e22db2f548c,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_15db3a12-69a2-4379-97fc-6df3b1dca184,1649081,Baja,_6d69d9df-de99-4b42-8aa2-7e22db2f548c,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1d49b724-a1aa-4be8-a3cb-c9b8d932347d,1649238,Alta,_dafee1b9-eede-44c0-b8bb-3f7410de0d7d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b7efbc06-0399-4f37-9870-4e31d158c93a,1649240,Baja,_dafee1b9-eede-44c0-b8bb-3f7410de0d7d,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_76dd4eff-2649-450d-9942-849cf7457305,1649496,Alta,_88610f2c-6666-4677-8ade-ff8d022b7f72,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_313cead4-4331-4a7a-a204-43f3c850d2c7,1649498,Baja,_88610f2c-6666-4677-8ade-ff8d022b7f72,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_32c0ecf1-0294-420b-ae61-e1119cb8ee4b,1649502,Alta,_afb9a2e7-6bd0-41b8-80f6-86a6772abd49,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d3963ab2-b2df-4d08-8ac8-85a9920aa4b1,1649504,Baja,_afb9a2e7-6bd0-41b8-80f6-86a6772abd49,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1177882e-4017-414f-bd9d-1fbad578a052,1649803,Alta,_0d8e2f03-77f8-4668-be54-5f7e07c0552b,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_10b65bb6-91ca-4e22-8688-d886ba6e6181,1649805,Baja,_0d8e2f03-77f8-4668-be54-5f7e07c0552b,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f25f44f1-88e2-49f9-af63-3a68cf00e429,1649809,Alta,_fda50ad8-60eb-45bd-941d-7484fe281c24,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4a3934a8-2f56-4eb8-85af-d232b247f2c7,1649811,Baja,_fda50ad8-60eb-45bd-941d-7484fe281c24,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a16c05ad-e8c3-43c4-97c0-0cf87a36be23,1650104,Alta,_38672d46-3253-4332-8300-c1e26fc03ce4,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_af157e0f-83c1-4e3b-8eec-64d8a768a497,1650106,Baja,_38672d46-3253-4332-8300-c1e26fc03ce4,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e473a7aa-c672-49db-862a-67e216c5ac2a,1650110,Alta,_bb1b74bd-a432-42b6-b65b-3a114312d89c,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_752c86ba-a9c8-4c64-a6da-a2b47ab7cf70,1650112,Baja,_bb1b74bd-a432-42b6-b65b-3a114312d89c,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_debfa48e-0fde-4e03-8afd-b6ab1a722923,1650409,Alta,_1bd8dcc3-0cbe-4479-82d5-6b4af79d14b6,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ef19f54e-93d4-4b39-ad58-9528078909af,1650411,Baja,_1bd8dcc3-0cbe-4479-82d5-6b4af79d14b6,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d756dbd3-08fd-4ab1-a381-5d143985c1d5,1650415,Alta,_20ad4317-9c99-4f74-90ef-728d326839eb,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3fea1258-071e-422c-8916-7dd3772519c8,1650417,Baja,_20ad4317-9c99-4f74-90ef-728d326839eb,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fa171957-20f3-4692-8800-c24702da0b98,1650714,Alta,_2f54d764-eaf3-475f-985e-3546c270836e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2aad329e-ce4c-4fce-82d5-931a1ccacc4c,1650716,Baja,_2f54d764-eaf3-475f-985e-3546c270836e,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d640515a-213b-4456-a33e-f9177ad57977,1650720,Alta,_be720142-3205-434a-b419-4819b0726d26,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_51702f09-8b38-4075-a934-bdc9814956ba,1650722,Baja,_be720142-3205-434a-b419-4819b0726d26,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b14633da-1df4-4577-bcc3-fa4142d2f5dd,1651131,Alta,_c192ba38-56d6-4e99-9479-74c8321716c2,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bb33c03c-8206-427f-886a-6117b3a1b6d0,1651133,Baja,_c192ba38-56d6-4e99-9479-74c8321716c2,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bf35df35-4266-4cf6-b411-f631bf9b09ad,1651137,Alta,_d7a35787-a4bf-4769-ad63-74698fa65b2f,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_864d3205-95e0-4d55-a551-a99cee015315,1651139,Baja,_d7a35787-a4bf-4769-ad63-74698fa65b2f,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5042d91e-85cf-42df-bd91-bff32c1a1266,1651574,Alta,_7aba7ad1-e40f-46b2-928a-e526cee123b8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2374ac69-ae9d-435c-b649-e18b42397716,1651576,Baja,_7aba7ad1-e40f-46b2-928a-e526cee123b8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_39cefc27-9469-480a-8687-38e761c101fc,1651580,Alta,_ef198513-d0bd-4827-a427-8d5dc452d261,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3d24f415-92f0-4c76-951d-2656f84b399c,1651582,Baja,_ef198513-d0bd-4827-a427-8d5dc452d261,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_30cd1b2a-0342-40c4-a608-b334ed37fd54,1651912,Alta,_c77e11df-78ff-4806-b522-dcf6953bbd94,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_88d01c79-4ccc-4f47-b14a-448fe8a69244,1651914,Baja,_c77e11df-78ff-4806-b522-dcf6953bbd94,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0d95d933-cc60-4a7a-b6ba-27c4ef315e2b,1651918,Alta,_4099e5aa-3ded-42e7-b3ce-d91ef286b119,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_88c360dc-ee80-4a4f-8461-423716a70fbe,1651921,Baja,_4099e5aa-3ded-42e7-b3ce-d91ef286b119,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0b3a9498-4265-4c13-9aaa-b9be8e2d987e,1652180,Alta,_86dc7370-d0aa-4979-afe4-b8dc261d0d5b,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f0df496c-18f8-470f-acd2-f7a3f3d9da49,1652182,Baja,_86dc7370-d0aa-4979-afe4-b8dc261d0d5b,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_708bc5d2-22dc-4019-b29e-818e9054b009,1652407,Alta,_425bae23-187b-48ac-ab1b-f3d9bb2c52c5,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_72870051-1fd2-4e06-9789-5ff5b5746c1b,1652409,Baja,_425bae23-187b-48ac-ab1b-f3d9bb2c52c5,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5e43160d-f477-4cd7-8d18-5892f8bb6a91,1652413,Alta,_bd35ee2f-c543-4e2a-8c4b-5bed2630ab21,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6a0c1d15-abc8-4d8e-958c-eb94b4e22ca4,1652416,Baja,_bd35ee2f-c543-4e2a-8c4b-5bed2630ab21,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_89ad4e46-801d-4368-bf9b-0595c626f7b8,1652731,Alta,_d90516b8-e007-475f-83a0-a70f00698d5d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_649eea34-b9b5-4fb9-9ab2-1f1b79293b0c,1652733,Baja,_d90516b8-e007-475f-83a0-a70f00698d5d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_73607478-11b3-43ba-820c-6a4f59dc2271,1652737,Alta,_d8316299-85d2-4732-bf20-079751853b47,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e0acdb7b-0b5e-4221-8190-f5a99b517160,1652739,Baja,_d8316299-85d2-4732-bf20-079751853b47,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b8c79f4b-7fdc-43c0-8528-4d89b618035c,1653025,Alta,_03a1c130-2f03-4418-bddb-eeef0d10fe02,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_20a63eb5-53a7-46a2-bf68-7919aff23c00,1653027,Baja,_03a1c130-2f03-4418-bddb-eeef0d10fe02,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_afa53742-d011-442b-9d3b-13db3c3c875e,1653210,Alta,_b5c6b10f-254d-4c04-9961-83833c62da32,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_28d63ace-2c6a-43ff-874a-9c4e0bcea4be,1653212,Baja,_b5c6b10f-254d-4c04-9961-83833c62da32,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d4da3b00-4fec-4c0c-b9b4-bb6abc8d9c90,1653216,Alta,_44f4c639-2fc7-481f-bab5-ab9445239b1b,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d04ef7b1-c58f-4a8a-9f1f-49f34be3dbcf,1653218,Baja,_44f4c639-2fc7-481f-bab5-ab9445239b1b,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bd0b237c-3f9a-4f99-b795-7c56e0d16626,1653495,Alta,_fc5430e7-99be-4070-9d24-8bb27a11d1c5,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5fffdfb4-c45d-4e24-83d8-9de638bb5419,1653497,Baja,_fc5430e7-99be-4070-9d24-8bb27a11d1c5,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_03efb745-fa68-4e35-9681-8188f5d6b1db,1653689,Alta,_21db3a17-06a3-463c-b58f-a7e8668f424f,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_42a03c58-a7f8-4858-8d69-a735b79c21a3,1653691,Baja,_21db3a17-06a3-463c-b58f-a7e8668f424f,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f9375ea0-b3a3-4fb0-9d01-d3ba16876ff1,1653695,Alta,_a373ed61-3959-4163-922c-2fa62791ef3c,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_34c16a37-7fe8-4854-b3d8-a94f5f518179,1653697,Baja,_a373ed61-3959-4163-922c-2fa62791ef3c,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_42a00aca-e759-46f6-b4bb-5985d45ca592,1653701,Alta,_b8ec1011-4264-42b7-bb82-74b9bfde7bd9,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9dec2f6a-48c6-4ead-98ba-d92c43b3fddf,1653703,Baja,_b8ec1011-4264-42b7-bb82-74b9bfde7bd9,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f0f45a0f-1b77-40c5-a921-5779d41daa25,1653707,Alta,_1102ada8-ceaf-4190-89e4-75ad0fae325e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4cda88fc-c02b-4745-96a5-59251a8452d1,1653709,Baja,_1102ada8-ceaf-4190-89e4-75ad0fae325e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_481bb0fd-f0d1-4d22-90df-070129c2ad2f,1654045,Alta,_7565e9ac-1e7e-448e-8a9b-7b7755e9b6db,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_79a2ae3f-b354-4394-8954-870acddaa7d8,1654047,Baja,_7565e9ac-1e7e-448e-8a9b-7b7755e9b6db,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5673a24b-2949-4c9c-8ca4-124b8c07c0ed,1654051,Alta,_7c4ebd65-8ec1-4c60-935d-01cbd6da446d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2ab7bc2b-2886-40e7-bff3-3b56bb649b78,1654054,Baja,_7c4ebd65-8ec1-4c60-935d-01cbd6da446d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a3b0e227-fa91-44ea-920c-a56be371f6c0,1654571,Alta,_3d3e4da0-b5eb-44e2-8e64-b3ddedd059a7,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
